523.6,524.45,518.3,521.95,521.6,523.4,520.85,521.2,521.2,521.25,519.4,520,519.9,521.7,518.85,520.5,520.5,520.5,519,519.9,519.75,521.8,519.3,521,0
542.7,545,540.1,541.8,541.8,543,541.25,542.45,542.55,542.75,541.5,542.4,542.3,543.85,541,543.5,543.5,544.6,543.5,544.15,543.9,544.8,543.5,544.45,0
